 14354	03 05 10.50	+38 50 25.9	 3.32
 14576	03 08 10.13	+40 57 20.3	 2.09
 14879	03 12 04.28	-28 59 20.8	 3.80
 15197	03 15 50.03	-08 49 11.4	 4.80
 15474	03 19 30.97	-21 45 28.6	 3.70
 15510	03 19 53.22	-43 04 17.6	 4.26
 15863	03 24 19.35	+49 51 40.5	 1.79
 15900	03 24 48.84	+09 01 44.6	 3.61
 16228	03 29 04.13	+59 56 25.2	 4.21
 16537	03 32 56.42	-09 27 29.9	 3.72
 16611	03 33 47.25	-21 37 58.1	 4.26
 17358	03 42 55.48	+47 47 15.6	 3.01
 17378	03 43 14.96	-09 45 54.7	 3.52
 17440	03 44 11.55	-64 48 25.5	 3.84
 17448	03 44 19.13	+32 17 17.8	 3.84
 17651	03 46 50.99	-23 14 54.4	 4.22
 17678	03 47 14.23	-74 14 21.3	 3.26
 17797	03 48 35.82	-37 37 12.5	 4.30
 17847	03 49 09.73	+24 03 12.7	 3.62
 17874	03 49 27.28	-36 12 00.4	 4.17
 17959	03 50 21.48	+71 19 56.5	 4.59
 18246	03 54 07.92	+31 53 01.2	 2.84
 18505	03 57 25.44	+63 04 20.1	 4.95
 18532	03 57 51.22	+40 00 37.0	 2.90
 18597	03 58 44.74	-61 24 00.5	 4.56
 18614	03 58 57.90	+35 47 27.7	 3.98
 18724	04 00 40.82	+12 29 25.4	 3.41
 19747	04 14 00.08	-42 17 37.9	 3.85
 19780	04 14 25.43	-62 28 26.3	 3.33
 19893	04 16 01.49	-51 29 13.5	 4.26
 19921	04 16 29.08	-59 18 06.3	 4.44
 20042	04 17 53.62	-33 47 54.0	 3.55
 20205	04 19 47.53	+15 37 39.7	 3.65
 20455	04 22 56.03	+17 32 33.3	 3.77
 20535	04 24 02.17	-34 01 01.2	 3.97
 20648	04 25 29.32	+17 55 40.8	 4.30
 20889	04 28 36.93	+19 10 49.9	 3.53
 20894	04 28 39.67	+15 52 15.4	 3.40
 21060	04 30 50.10	-44 57 13.5	 5.07
 21281	04 33 59.72	-55 02 42.0	 3.30
 21393	04 35 33.07	-30 33 44.3	 3.81
 21421	04 35 55.20	+16 30 35.1	 0.87
 21444	04 36 19.14	-03 21 08.8	 3.93
 21594	04 38 10.87	-14 18 12.9	 3.86
 21770	04 40 33.82	-41 51 48.9	 4.44
 21861	04 42 03.45	-37 08 41.2	 5.04
 21881	04 42 14.70	+22 57 25.1	 4.27
 21949	04 43 03.95	-70 55 52.0	 5.53
 22109	04 45 30.14	-03 15 16.6	 4.01
 22449	04 49 50.14	+06 57 40.5	 3.19
 22509	04 50 36.72	+08 54 00.9	 4.35
 22549	04 51 12.37	+05 36 18.4	 3.68
 22701	04 52 53.68	-05 27 09.9	 4.36
 22730	04 53 22.76	+02 30 29.8	 5.33
 22783	04 54 03.01	+66 20 33.6	 4.26
 22845	04 54 53.70	+10 09 04.1	 4.64
 23015	04 56 59.62	+33 09 58.1	 2.69
 23123	04 58 32.90	+01 42 50.5	 4.47
 23453	05 02 28.68	+41 04 33.2	 3.69
 23685	05 05 27.65	-22 22 15.1	 3.19
 23875	05 07 51.03	-05 05 10.5	 2.78
 23972	05 09 08.78	-08 45 14.7	 4.25
 24244	05 12 17.89	-11 52 08.9	 4.45
 24305	05 12 55.87	-16 12 19.5	 3.29
 24327	05 13 13.89	-12 56 28.6	 4.36
 24436	05 14 32.27	-08 12 05.9	 0.18
 24608	05 16 41.30	+45 59 56.5	 0.08
 24845	05 19 34.53	-13 10 36.4	 4.29
 24873	05 19 59.03	-12 18 56.2	 5.29
 25110	05 22 33.78	+79 13 50.7	 5.08
 25336	05 25 07.87	+06 20 59.0	 1.64
 25428	05 26 17.50	+28 36 28.3	 1.65
 25606	05 28 14.73	-20 45 33.2	 2.81
 25859	05 31 12.74	-35 28 13.6	 3.86
 25918	05 31 52.66	-76 20 30.0	 5.18
 25930	05 32 00.40	-00 17 56.7	 2.25
 25985	05 32 43.81	-17 49 20.3	 2.58
 26069	05 33 37.52	-62 29 23.5	 3.76
 26207	05 35 08.28	+09 56 03.0	 3.39
 26311	05 36 12.81	-01 12 06.9	 1.69
 26451	05 37 38.68	+21 08 33.3	 2.97
 26634	05 39 38.94	-34 04 26.6	 2.65
 26727	05 40 45.52	-01 56 33.3	 1.74
 27072	05 44 27.97	-22 26 51.0	 3.59
 27100	05 44 46.42	-65 44 07.9	 4.34
 27288	05 46 57.35	-14 49 19.0	 3.55
 27321	05 47 17.08	-51 04 00.2	 3.85
 27366	05 47 45.39	-09 40 10.6	 2.07
 27530	05 49 49.58	-56 09 59.4	 4.50
 27628	05 50 57.55	-35 46 09.5	 3.12
 27654	05 51 19.15	-20 52 39.0	 3.76
 27890	05 54 05.90	-63 05 27.7	 4.65
 27913	05 54 23.08	+20 16 35.1	 4.39
 27989	05 55 10.29	+07 24 25.3	 0.45
 28103	05 56 24.32	-14 10 04.9	 3.71
 28199	05 57 32.21	-35 16 59.9	 4.36
 28328	05 59 08.79	-42 48 54.4	 3.96
 28360	05 59 31.77	+44 56 50.8	 1.90
 28380	05 59 43.24	+37 12 46.0	 2.65
 28614	06 02 22.99	+09 38 50.5	 4.12
 28691	06 03 27.36	+19 41 26.2	 5.14
 28734	06 04 07.22	+23 15 49.1	 4.16
 28910	06 06 09.33	-14 56 07.0	 4.67
 29038	06 07 34.32	+14 46 06.7	 4.42
 29151	06 08 57.90	+02 29 59.0	 5.70
 29426	06 11 56.40	+14 12 31.7	 4.45
 29651	06 14 51.34	-06 16 29.0	 3.99
 29655	06 14 52.70	+22 30 24.6	 3.31
 29807	06 16 33.14	-35 08 26.6	 4.37
 30060	06 19 37.39	+59 00 39.3	 4.44
 30122	06 20 18.79	-30 03 48.2	 3.02
 30277	06 22 06.85	-33 26 10.6	 3.85
 30324	06 22 41.99	-17 57 21.3	 1.98
 30343	06 22 57.59	+22 30 49.9	 2.87
 30419	06 23 46.10	+04 35 34.2	 4.39
 30438	06 23 57.09	-52 41 44.6	-0.62
 30867	06 28 49.07	-07 01 59.0	 3.76
 30883	06 28 57.79	+20 12 43.8	 4.13
 31416	06 35 03.38	-22 57 53.4	 4.54
 31592	06 36 41.00	-19 15 20.6	 3.95
 31681	06 37 42.70	+16 23 57.9	 1.93
 31685	06 37 45.67	-43 11 45.3	 3.17
 32246	06 43 55.93	+25 07 52.2	 3.06
 32349	06 45 09.25	-16 42 47.3	-1.44
 32362	06 45 17.43	+12 53 45.8	 3.35
 32607	06 48 11.54	-61 56 31.1	 3.24
 32759	06 49 50.47	-32 30 30.6	 3.50
 32768	06 49 56.14	-50 36 51.8	 2.94
 33018	06 52 47.34	+33 57 40.9	 3.60
 33160	06 54 11.48	-12 02 18.9	 4.08
 33165	06 54 13.05	-23 55 42.1	 6.65
 33347	06 56 08.23	-17 03 15.3	 4.36
 33449	06 57 16.60	+58 25 23.0	 4.35
 33579	06 58 37.55	-28 58 19.5	 1.50
 33856	07 01 43.15	-27 56 05.4	 3.49
 33977	07 03 01.47	-23 49 59.9	 3.02
 34045	07 03 45.49	-15 37 59.7	 4.11
 34088	07 04 06.54	+20 34 13.1	 4.01
 34444	07 08 23.49	-26 23 35.5	 1.83
 34481	07 08 44.82	-70 29 57.1	 3.78
 34693	07 11 08.39	+30 14 43.0	 4.41
 34769	07 11 51.86	-00 29 34.0	 4.15
 35037	07 14 48.66	-26 46 21.7	 4.01
 35228	07 16 49.83	-67 57 25.8	 3.97
 35264	07 17 08.56	-37 05 51.0	 2.71
 35350	07 18 05.61	+16 32 25.7	 3.58
 35550	07 20 07.39	+21 58 56.4	 3.50
 35904	07 24 05.71	-29 18 11.2	 2.45
 36046	07 25 43.68	+27 47 53.8	 3.78
 36145	07 26 42.86	+49 12 41.9	 4.61
 36188	07 27 09.07	+08 17 21.9	 2.89
 36377	07 29 13.88	-43 18 06.8	 3.25
 36850	07 34 36.00	+31 53 19.1	 1.58
 36962	07 35 55.37	+26 53 45.6	 4.06
 37279	07 39 18.54	+05 13 39.0	 0.40
 37447	07 41 14.88	-09 33 03.9	 3.94
 37504	07 41 49.20	-72 36 22.1	 3.93
 37740	07 44 26.87	+24 23 53.3	 3.57
 37826	07 45 19.36	+28 01 34.7	 1.16
 38146	07 49 01.70	-24 54 44.1	 5.32
 39429	08 03 35.07	-40 00 11.5	 2.21
 39757	08 07 32.70	-24 18 16.0	 2.83
 39794	08 07 55.84	-68 37 01.7	 4.35
 39863	08 08 35.66	-02 59 01.6	 4.36
 39953	08 09 31.96	-47 20 11.8	 1.75
 40526	08 16 30.95	+09 11 08.4	 3.53
 40702	08 18 31.27	-76 55 11.9	 4.05
 40843	08 20 03.87	+27 13 07.0	 5.13
 41037	08 22 30.86	-59 30 34.3	 1.86
 41075	08 22 50.13	+43 11 18.1	 4.25
 41312	08 25 44.25	-66 08 11.5	 3.77
 41704	08 30 16.03	+60 43 06.4	 3.35
 42313	08 37 39.41	+05 42 13.7	 4.14
 42402	08 38 45.45	+03 20 29.3	 4.45
 42515	08 40 06.14	-35 18 29.9	 3.97
 42536	08 40 17.61	-52 55 19.1	 3.60
 42568	08 40 37.04	-59 45 39.7	 4.31
 42799	08 43 13.49	+03 23 55.2	 4.30
 42806	08 43 17.21	+21 28 06.9	 4.66
 42828	08 43 35.55	-33 11 11.1	 3.68
 42911	08 44 41.11	+18 09 17.5	 3.94
 42913	08 44 42.20	-54 42 30.8	 1.93
 43103	08 46 41.83	+28 45 36.0	 4.03
 43109	08 46 46.65	+06 25 08.1	 3.38
 43234	08 48 25.98	+05 50 16.4	 4.35
 43409	08 50 32.01	-27 42 36.2	 4.02
 43813	08 55 23.68	+05 56 43.9	 3.11
 44066	08 58 29.20	+11 51 28.0	 4.26
 44127	08 59 12.84	+48 02 32.5	 3.12
 44248	09 00 38.75	+41 47 00.4	 3.96
 44382	09 02 26.80	-66 23 45.0	 4.00
 44471	09 03 37.56	+47 09 24.0	 3.57
 44700	09 06 31.79	+38 27 08.1	 4.56
 44816	09 07 59.78	-43 25 57.4	 2.23
 45080	09 10 58.11	-58 58 00.9	 3.43
 45238	09 13 12.24	-69 43 02.9	 1.67
 45336	09 14 21.79	+02 18 54.1	 3.89
 45556	09 17 05.43	-59 16 30.9	 2.21
 45688	09 18 50.67	+36 48 10.4	 3.82
 45860	09 21 03.46	+34 23 33.1	 3.14
 45941	09 22 06.83	-55 00 38.5	 2.47
 46390	09 27 35.25	-08 39 31.3	 1.99
 46509	09 29 08.84	-02 46 08.2	 4.59
 46651	09 30 42.11	-40 28 00.8	 3.60
 46733	09 31 31.57	+63 03 42.5	 3.65
 46776	09 31 58.93	-01 11 04.8	 4.54
 46853	09 32 52.33	+51 40 43.0	 3.17
 46952	09 34 13.38	+36 23 51.4	 4.54
 47908	09 45 51.10	+23 46 27.4	 2.97
 48319	09 50 59.69	+59 02 20.8	 3.78
 48356	09 51 28.68	-14 50 47.6	 4.11
 48402	09 52 06.36	+54 03 51.4	 4.55
 48455	09 52 45.96	+26 00 25.5	 3.88
 48774	09 56 51.75	-54 34 04.1	 3.52
 48926	09 58 52.34	-35 53 27.4	 5.23
 49583	10 07 19.95	+16 45 45.6	 3.48
 49593	10 07 25.73	+35 14 40.9	 4.49
 49641	10 07 56.30	-00 22 17.9	 4.48
 49669	10 08 22.46	+11 58 01.9	 1.36
 49841	10 10 35.40	-12 21 13.8	 3.61
 50099	10 13 44.28	-70 02 16.5	 3.29
 50191	10 14 44.27	-42 07 19.4	 3.85
 50335	10 16 41.40	+23 25 02.4	 3.43
 50371	10 17 05.01	-61 19 56.4	 3.39
 50372	10 17 05.93	+42 54 52.1	 3.45
 50583	10 19 58.16	+19 50 30.7	 2.01
 50801	10 22 19.80	+41 29 58.0	 3.06
 51069	10 26 05.51	-16 50 09.9	 3.83
 51172	10 27 09.16	-31 04 04.1	 4.28
 51232	10 27 52.75	-58 44 21.9	 3.81
 51233	10 27 53.09	+36 42 26.9	 4.20
 51437	10 30 17.50	-00 38 13.1	 5.08
 51839	10 35 28.22	-78 36 28.1	 4.11
 51986	10 37 18.26	-48 13 32.2	 3.84
 52419	10 42 57.43	-64 23 40.1	 2.74
 52468	10 43 32.31	-60 33 59.9	 4.58
 52727	10 46 46.12	-49 25 12.5	 2.69
 52943	10 49 37.43	-16 11 38.9	 3.11
 53229	10 53 18.64	+34 12 56.0	 3.79
 53253	10 53 29.57	-58 51 11.8	 3.78
 53740	10 59 46.75	-18 17 56.8	 4.08
 53910	11 01 50.39	+56 22 56.4	 2.34
 54061	11 03 43.84	+61 45 04.0	 1.81
 54463	11 08 35.40	-58 58 30.2	 3.93
 54539	11 09 39.86	+44 29 54.8	 3.00
 54682	11 11 39.49	-22 49 32.2	 4.46
 54872	11 14 06.41	+20 31 26.5	 2.56
 54879	11 14 14.44	+15 25 47.1	 3.33
 55282	11 19 20.52	-14 46 44.6	 3.56
 55687	11 24 36.61	-10 51 33.8	 4.81
 55705	11 24 52.98	-17 41 02.5	 4.06
 56211	11 31 24.29	+69 19 52.0	 3.82
 56343	11 33 00.26	-31 51 27.1	 3.54
 56480	11 34 45.71	-54 15 50.9	 4.62
 56561	11 35 46.93	-63 01 11.4	 3.11
 56633	11 36 40.95	-09 48 08.1	 4.70
 57283	11 44 45.76	-18 21 02.2	 4.71
 57363	11 45 36.57	-66 43 43.8	 3.63
 57380	11 45 51.57	+06 31 47.3	 4.04
 57399	11 46 03.13	+47 46 45.6	 3.69
 57632	11 49 03.88	+14 34 20.4	 2.14
 57936	11 52 54.56	-33 54 29.3	 4.29
 58001	11 53 49.74	+53 41 41.0	 2.41
 58188	11 56 00.98	-17 09 02.9	 5.17
 59196	12 08 21.54	-50 43 20.7	 2.58
 59199	12 08 24.75	-24 43 43.6	 4.02
 59316	12 10 07.53	-22 37 11.3	 3.02
 59747	12 15 08.76	-58 44 56.0	 2.79
 59774	12 15 25.45	+57 01 57.4	 3.32
 59803	12 15 48.47	-17 32 31.1	 2.58
 60000	12 18 20.94	-79 18 44.2	 4.24
 60030	12 18 40.30	-00 47 13.7	 5.90
 60718	12 26 35.94	-63 05 56.6	 0.77
 60742	12 26 56.33	+28 16 07.0	 4.35
 60823	12 28 02.41	-50 13 50.2	 3.91
 60965	12 29 51.98	-16 30 54.3	 2.94
 61084	12 31 09.93	-57 06 45.2	 1.59
 61174	12 32 04.48	-16 11 45.1	 4.30
 61199	12 32 28.11	-72 07 58.7	 3.84
 61281	12 33 29.04	+69 47 17.6	 3.85
 61317	12 33 45.09	+41 21 24.4	 4.24
 61359	12 34 23.23	-23 23 47.8	 2.65
 61585	12 37 11.08	-69 08 07.9	 2.69
 61932	12 41 31.20	-48 57 35.6	 2.20
 61941	12 41 40.00	-01 26 58.3	 2.74
 62322	12 46 16.87	-68 06 29.1	 3.04
 62434	12 47 43.32	-59 41 19.4	 1.25
 62956	12 54 01.63	+55 57 35.4	 1.76
 63090	12 55 36.48	+03 23 51.4	 3.39
 63125	12 56 01.84	+38 19 05.7	 2.89
 63608	13 02 10.76	+10 57 32.8	 2.85
 64166	13 09 03.28	-23 07 04.7	 4.94
 64241	13 09 59.55	+17 31 44.8	 4.32
 64394	13 11 52.92	+27 52 33.7	 4.23
 64962	13 18 55.25	-23 10 17.1	 2.99
 65109	13 20 36.07	-36 42 43.5	 2.75
 65378	13 23 55.42	+54 55 31.5	 2.23
 65474	13 25 11.60	-11 09 40.5	 0.98
 65936	13 31 02.67	-39 24 26.2	 3.90
 66249	13 34 41.75	-00 35 45.4	 3.38
 66657	13 39 53.27	-53 27 58.9	 2.29
 67301	13 47 32.55	+49 18 47.9	 1.85
 67459	13 49 28.70	+15 47 52.1	 4.05
 67464	13 49 30.30	-41 41 15.6	 3.41
 67472	13 49 37.01	-42 28 25.3	 3.47
 67927	13 54 41.12	+18 23 54.9	 2.68
 68002	13 55 32.43	-47 17 17.8	 2.55
 68282	13 58 40.77	-44 48 12.7	 3.87
 68520	14 01 38.78	+01 32 40.5	 4.23
 68702	14 03 49.44	-60 22 22.7	 0.61
 68756	14 04 23.43	+64 22 32.9	 3.67
 68933	14 06 41.32	-36 22 07.3	 2.06
 69427	14 12 53.74	-10 16 26.6	 4.18
 69673	14 15 40.35	+19 11 14.2	-0.05
 69701	14 16 00.88	-05 59 58.3	 4.07
 70576	14 26 10.80	-45 22 45.3	 4.33
 70638	14 26 55.74	-83 40 04.3	 4.31
 71053	14 31 49.86	+30 22 16.1	 3.57
 71075	14 32 04.76	+38 18 28.4	 3.04
 71352	14 35 30.45	-42 09 27.9	 2.33
 71536	14 37 53.25	-49 25 32.7	 4.05
 71683	14 39 40.90	-60 50 06.5	-0.01
 71795	14 41 08.92	+13 43 42.0	 3.78
 71860	14 41 55.77	-47 23 17.3	 2.30
 71908	14 42 30.69	-64 58 28.5	 3.18
 71957	14 43 03.56	-05 39 26.7	 3.87
 72105	14 44 59.25	+27 04 27.0	 2.35
 72220	14 46 14.99	+01 53 34.6	 3.73
 72370	14 47 51.73	-79 02 41.0	 3.83
 72607	14 50 42.40	+74 09 19.7	 2.07
 72622	14 50 52.78	-16 02 29.8	 2.75
 73273	14 58 31.95	-43 08 01.9	 2.68
 73334	14 59 09.70	-42 06 14.9	 3.13
 73555	15 01 56.79	+40 23 26.3	 3.49
 73714	15 04 04.26	-25 16 54.7	 3.25
 74395	15 12 17.20	-52 05 56.7	 3.41
 74666	15 15 30.10	+33 18 54.4	 3.46
 74785	15 17 00.47	-09 22 58.3	 2.61
 74824	15 17 30.96	-58 48 03.2	 4.07
 74946	15 18 54.69	-68 40 46.1	 2.87
 75097	15 20 43.75	+71 50 02.3	 3.00
 75141	15 21 22.34	-40 38 50.9	 3.22
 75177	15 21 48.44	-36 15 40.2	 3.57
 75323	15 23 22.66	-59 19 14.5	 4.48
 75458	15 24 55.78	+58 57 57.7	 3.29
 75695	15 27 49.85	+29 06 19.8	 3.66
 76127	15 32 55.80	+31 21 33.0	 4.14
 76267	15 34 41.19	+26 42 53.7	 2.22
 76276	15 34 48.19	+10 32 19.9	 3.80
 76297	15 35 08.46	-41 10 00.1	 2.80
 76333	15 35 31.54	-14 47 22.4	 3.91
 76552	15 38 03.32	-42 34 02.9	 4.34
 76952	15 42 44.64	+26 17 43.9	 3.81
 77055	15 44 03.46	+77 47 40.2	 4.29
 77070	15 44 16.00	+06 25 31.9	 2.63
 77233	15 46 11.21	+15 25 18.9	 3.65
 77450	15 48 44.41	+18 08 30.4	 4.09
 77512	15 49 35.70	+26 04 06.8	 4.59
 77516	15 49 37.27	-03 25 48.5	 3.54
 77622	15 50 48.89	+04 28 39.3	 3.71
 77634	15 50 57.54	-33 37 37.6	 3.97
 77760	15 52 40.19	+42 27 00.0	 4.60
 77853	15 53 49.48	-16 43 46.6	 4.13
 77952	15 55 08.81	-63 25 47.1	 2.83
 78072	15 56 26.99	+15 39 53.0	 3.85
 78159	15 57 35.30	+26 52 40.9	 4.14
 78265	15 58 51.12	-26 06 50.6	 2.89
 78384	16 00 07.34	-38 23 47.9	 3.42
 78401	16 00 20.01	-22 37 17.8	 2.29
 78493	16 01 26.59	+29 51 03.9	 4.98
 78527	16 01 53.70	+58 33 52.0	 4.01
 78639	16 03 12.86	-49 13 47.0	 4.65
 78820	16 05 26.23	-19 48 19.4	 2.56
 78970	16 07 16.17	-36 45 19.9	 5.72
 79509	16 13 28.73	-54 37 49.5	 4.95
 79822	16 17 30.50	+75 45 16.9	 4.95
 79882	16 18 19.24	-04 41 33.4	 3.23
 79992	16 19 44.45	+46 18 47.8	 3.91
 80000	16 19 50.57	-50 09 19.4	 4.01
 80170	16 21 55.24	+19 09 10.9	 3.74
 80331	16 23 59.51	+61 30 50.7	 2.73
 80582	16 27 11.05	-47 33 17.0	 4.46
 80763	16 29 24.47	-26 25 55.0	 1.06
 80816	16 30 13.26	+21 29 22.7	 2.78
 81065	16 33 27.46	-78 53 49.1	 3.86
 81126	16 34 06.19	+42 26 12.8	 4.20
 81266	16 35 52.96	-28 12 57.5	 2.82
 81377	16 37 09.53	-10 34 01.7	 2.54
 81693	16 41 17.48	+31 36 06.8	 2.81
 81833	16 42 53.74	+38 55 20.9	 3.48
 81852	16 43 05.42	-77 30 59.7	 4.23
 82080	16 45 58.16	+82 02 14.1	 4.21
 82273	16 48 39.87	-69 01 39.5	 1.91
 82363	16 49 47.11	-59 02 28.7	 3.77
 82396	16 50 10.24	-34 17 33.4	 2.29
 82514	16 51 52.24	-38 02 50.4	 3.00
 82671	16 53 59.73	-42 21 43.3	 4.70
 83000	16 57 40.27	+09 22 30.2	 3.19
 83081	16 58 37.23	-55 59 24.2	 3.12
 83207	17 00 17.41	+30 55 34.8	 3.92
 83895	17 08 47.23	+65 42 52.7	 3.17
 84012	17 10 22.66	-15 43 30.5	 2.43
 84143	17 12 09.18	-43 14 18.6	 3.32
 84379	17 15 01.92	+24 50 22.5	 3.12
 84380	17 15 02.85	+36 48 33.0	 3.16
 84606	17 17 40.29	+37 17 28.8	 4.64
 84880	17 20 49.64	-12 50 48.8	 4.32
 85112	17 23 40.97	+37 08 45.3	 4.15
 85258	17 25 18.00	-55 31 47.4	 2.84
 85267	17 25 23.66	-56 22 39.7	 3.31
 85670	17 30 25.98	+52 18 04.9	 2.79
 85693	17 30 44.30	+26 06 38.2	 4.41
 85727	17 31 05.98	-60 41 01.0	 3.60
 85755	17 31 24.95	-23 57 45.3	 4.78
 85792	17 31 50.52	-49 52 33.5	 2.84
 85822	17 32 12.90	+86 35 10.8	 4.35
 85829	17 32 15.88	+55 10 22.1	 4.86
 85927	17 33 36.53	-37 06 13.5	 1.62
 86032	17 34 56.00	+12 33 38.1	 2.08
 86228	17 37 19.13	-42 59 52.2	 1.86
 86263	17 37 35.23	-15 23 54.3	 3.54
 86414	17 39 27.89	+46 00 22.8	 3.82
 86565	17 41 24.92	-12 52 30.6	 4.24
 86670	17 42 29.28	-39 01 47.7	 2.39
 86742	17 43 28.38	+04 34 00.9	 2.76
 86929	17 45 44.00	-64 43 25.4	 3.61
 86974	17 46 27.72	+27 43 21.0	 3.42
 87072	17 47 33.63	-27 49 50.7	 4.53
 87073	17 47 35.08	-40 07 37.1	 2.99
 87585	17 53 31.63	+56 52 20.8	 3.73
 87808	17 56 15.18	+37 15 01.9	 3.86
 87833	17 56 36.38	+51 29 20.2	 2.24
 87933	17 57 45.83	+29 14 52.5	 3.70
 88635	18 05 48.52	-30 25 25.1	 2.98
 88714	18 06 37.88	-50 05 29.2	 3.65
 88794	18 07 32.55	+28 45 44.9	 3.84
 88866	18 08 34.79	-63 40 05.0	 4.33
 89341	18 13 45.81	-21 03 31.8	 3.84
 89642	18 17 37.73	-36 45 40.6	 3.10
 89931	18 20 59.62	-29 49 40.9	 2.72
 89937	18 21 02.34	+72 44 01.3	 3.55
 89962	18 21 18.92	-02 53 49.6	 3.23
 90098	18 23 13.62	-61 29 38.1	 4.35
 90185	18 24 10.35	-34 23 03.5	 1.79
 90422	18 26 58.43	-45 58 06.0	 3.49
 90496	18 27 58.27	-25 25 16.5	 2.82
 90568	18 28 49.74	-49 04 12.1	 4.10
 90595	18 29 11.85	-14 33 56.9	 4.67
 90887	18 32 21.31	-39 42 14.1	 5.16
 91117	18 35 12.44	-08 14 35.9	 3.85
 91262	18 36 56.19	+38 46 58.8	 0.03
 91792	18 43 02.13	-71 25 39.8	 4.01
 91875	18 43 46.94	-38 19 23.9	 5.11
 91971	18 44 46.34	+37 36 18.2	 4.34
 92041	18 45 39.35	-26 59 26.8	 3.17
 92175	18 47 10.48	-04 44 52.2	 4.22
